linenumber,timecode_in,timecode_out,text,season,episode,episode_name
282,00:14:50.950,00:14:53.750,quick! hide me! my kind must not be seen!,S01,E15,The Deep End
283,00:14:53.790,00:14:56.280,mabel? is there anyone not breaking into the pool tonight?,S01,E15,The Deep End
284,00:14:56.790,00:14:58.090,"what, is soos here too?",S01,E15,The Deep End
285,00:14:58.130,00:14:59.190,i'm okay.,S01,E15,The Deep End
286,00:14:59.230,00:15:00.190,"go home, soos.",S01,E15,The Deep End
287,00:15:00.230,00:15:02.200,you got it.,S01,E15,The Deep End
288,00:15:02.230,00:15:04.200,"so, why are you here?",S01,E15,The Deep End
289,00:15:04.230,00:15:05.900,"uh, no reason.",S01,E15,The Deep End
290,00:15:07.100,00:15:09.670,did that cooler just clear its throat?,S01,E15,The Deep End
291,00:15:09.700,00:15:11.010,don't be silly. there certainly isn't,S01,E15,The Deep End
292,00:15:11.010,00:15:12.770,"a merman in there, if that's what you're implying.",S01,E15,The Deep End
293,00:15:12.810,00:15:14.940,who said anything about a merman?,S01,E15,The Deep End
294,00:15:14.980,00:15:16.250,"mabel, i don't have time for your games.",S01,E15,The Deep End
295,00:15:16.340,00:15:17.380,"if you don't give me those supplies,",S01,E15,The Deep End
296,00:15:17.470,00:15:19.040,i'll lose the coolest job ever!,S01,E15,The Deep End
297,00:15:19.750,00:15:21.880,i understand.,S01,E15,The Deep End
298,00:15:21.920,00:15:23.980,"hey, look! wendy in a bikini!",S01,E15,The Deep End
299,00:15:24.020,00:15:24.990,really? at night?,S01,E15,The Deep End
300,00:15:25.020,00:15:26.020,"sorry, dipper!",S01,E15,The Deep End
301,00:15:27.190,00:15:28.300,mabel!,S01,E15,The Deep End
302,00:15:32.190,00:15:33.890,"go, mabel, go!",S01,E15,The Deep End
303,00:15:33.930,00:15:35.900,we can't all be saved.,S01,E15,The Deep End
304,00:15:40.000,00:15:42.770,i'm gonna get you home!,S01,E15,The Deep End
305,00:15:42.800,00:15:45.800,hand over the pool supplies in the name of pool law!,S01,E15,The Deep End
306,00:15:45.830,00:15:49.040,pool law is dumb! and so is your hat!,S01,E15,The Deep End
307,00:15:53.640,00:15:55.710,look! gravity falls lake!,S01,E15,The Deep End
308,00:15:59.780,00:16:02.020,the coast is clear.,S01,E15,The Deep End
309,00:16:03.890,00:16:05.920,now all i have to do is wait here 15 hours,S01,E15,The Deep End
310,00:16:05.950,00:16:07.820,until the pool opens.,S01,E15,The Deep End
311,00:16:09.960,00:16:11.790,this was a good plan.,S01,E15,The Deep End
312,00:16:15.800,00:16:18.600,i think someone just sped by.,S01,E15,The Deep End
313,00:16:18.630,00:16:20.600,probably just a dream.,S01,E15,The Deep End
314,00:16:20.640,00:16:23.740,"with you, every day is a dream.",S01,E15,The Deep End
315,00:16:27.740,00:16:29.710,i cannot breathe!,S01,E15,The Deep End
316,00:16:29.740,00:16:30.840,you must hurry!,S01,E15,The Deep End
317,00:16:41.620,00:16:42.720,i'm okay.,S01,E15,The Deep End
318,00:16:42.760,00:16:44.560,"all right, the jig is up! hand over that cooler!",S01,E15,The Deep End
319,00:16:44.590,00:16:45.560,never!,S01,E15,The Deep End
320,00:16:45.590,00:16:47.730,why not? why do you even need it?,S01,E15,The Deep End
321,00:16:47.760,00:16:49.900,i needed the cooler to save my new friend,S01,E15,The Deep End
322,00:16:49.930,00:16:51.900,because he needs to go home and he's really nice.,S01,E15,The Deep End
323,00:16:51.930,00:16:53.570,and we combed each others' hair.,S01,E15,The Deep End
324,00:16:53.600,00:16:55.570,and he needs to be in the cooler because he breathes water,S01,E15,The Deep End
325,00:16:55.600,00:16:57.570,because he's a merman!,S01,E15,The Deep End
326,00:16:58.940,00:17:00.910,hola.,S01,E15,The Deep End
327,00:17:00.940,00:17:03.740,"whoa! way to bury the lead, mabel.",S01,E15,The Deep End
328,00:17:03.780,00:17:06.810,"dipper, mermando the merman. he's a merman.",S01,E15,The Deep End
329,00:17:06.850,00:17:09.650,"nice to meet you! also, i think i am dying.",S01,E15,The Deep End
330,00:17:09.680,00:17:11.790,water!,S01,E15,The Deep End
331,00:17:11.820,00:17:14.520,agua! yo necesito!,S01,E15,The Deep End
332,00:17:15.860,00:17:16.920,"oh, no! mermando!",S01,E15,The Deep End
333,00:17:16.960,00:17:19.760,"dipper, you're a lifeguard! give him cpr!",S01,E15,The Deep End
334,00:17:19.790,00:17:20.990,mermen don't breathe air!,S01,E15,The Deep End
335,00:17:21.030,00:17:23.900,then give him reverse cpr! doi!,S01,E15,The Deep End
336,00:17:31.940,00:17:32.910,i hate this!,S01,E15,The Deep End
337,00:17:34.680,00:17:35.640,i hate this!,S01,E15,The Deep End
338,00:17:38.880,00:17:40.680,blackmail!,S01,E15,The Deep End
339,00:17:42.620,00:17:43.750,"thank you for saving me,",S01,E15,The Deep End
340,00:17:43.780,00:17:46.590,but why didn't you just roll me into the lake?,S01,E15,The Deep End
341,00:17:56.760,00:17:57.960,i am weak from coughing.,S01,E15,The Deep End
342,00:17:58.000,00:17:59.800,how will i get my family to hear my call,S01,E15,The Deep End
343,00:17:59.830,00:18:01.800,from the mighty depths of the ocean?,S01,E15,The Deep End
344,00:18:01.840,00:18:03.770,i've got it. b.r.b.,S01,E15,The Deep End
345,00:18:04.840,00:18:05.940,problem solved!,S01,E15,The Deep End
346,00:18:05.970,00:18:08.810,"mabel, those are pool supplies. i'll get fired!",S01,E15,The Deep End
347,00:18:08.840,00:18:12.810,"dipper! don't you know what it's like to fall for someone,",S01,E15,The Deep End
348,00:18:12.850,00:18:14.150,even though you know in,S01,E15,The Deep End
349,00:18:14.150,00:18:16.750,your heart that it'll probably never work out?,S01,E15,The Deep End
350,00:18:16.780,00:18:18.850,but you'd do anything for that person?,S01,E15,The Deep End
351,00:18:22.760,00:18:23.990,give mermando the megaphone.,S01,E15,The Deep End
352,00:18:24.030,00:18:25.660,"thanks, dip.",S01,E15,The Deep End
353,00:18:26.690,00:18:28.960,"mabel, i have never met anyone like you.",S01,E15,The Deep End
354,00:18:29.000,00:18:30.700,same here.,S01,E15,The Deep End
355,00:18:30.730,00:18:32.870,"except for a zombie, a gnome, and a couple of cute vampires.",S01,E15,The Deep End
356,00:18:32.900,00:18:34.600,i don't remember the vampires.,S01,E15,The Deep End
357,00:18:34.640,00:18:35.940,i don't tell you everything.,S01,E15,The Deep End
358,00:18:35.970,00:18:39.010,"well, mermando, i guess this is it.",S01,E15,The Deep End
359,00:18:39.040,00:18:41.540,not quite. this is!,S01,E15,The Deep End
360,00:18:44.750,00:18:46.810,"whoa! okay, that's gross. ugh.",S01,E15,The Deep End
361,00:18:49.780,00:18:51.690,that was my first kiss!,S01,E15,The Deep End
362,00:18:51.720,00:18:54.690,"hey, it was also kind of your first kiss too, huh? huh?",S01,E15,The Deep End
363,00:18:54.720,00:18:56.920,please don't involve me in this.,S01,E15,The Deep End
364,00:18:56.960,00:18:58.830,"goodbye, mermando.",S01,E15,The Deep End
365,00:18:58.860,00:19:00.590,"goodbye, mabel.",S01,E15,The Deep End
366,00:19:02.900,00:19:04.700,"you did the right thing, dipper.",S01,E15,The Deep End
367,00:19:04.730,00:19:06.630,"yeah, yeah.",S01,E15,The Deep End
368,00:19:07.970,00:19:10.640,"oh, wait, wait! one last thing!",S01,E15,The Deep End
369,00:19:12.870,00:19:13.840,yes!,S01,E15,The Deep End
370,00:19:15.640,00:19:17.640,i've always wanted to do that.,S01,E15,The Deep End
371,00:19:18.810,00:19:20.780,"a wrecked fence, dents in the pool mobile,",S01,E15,The Deep End
372,00:19:20.820,00:19:23.650,and a missing megaphone?,S01,E15,The Deep End
373,00:19:23.680,00:19:25.690,who is responsible for this?!,S01,E15,The Deep End
374,00:19:26.890,00:19:30.560,"it's my fault, sir. i'm sorry. i got in too deep.",S01,E15,The Deep End
375,00:19:30.590,00:19:33.690,"hand over the whistle, boy!",S01,E15,The Deep End
376,00:19:44.970,00:19:47.770,if one more thing goes wrong today...,S01,E15,The Deep End
377,00:19:48.810,00:19:49.840,you're free now! free!,S01,E15,The Deep End
378,00:19:49.880,00:19:52.680,inflatable ducks unite!,S01,E15,The Deep End
379,00:19:52.710,00:19:53.680,you!,S01,E15,The Deep End
380,00:19:58.050,00:20:00.550,git 'em! git 'em!,S01,E15,The Deep End
381,00:20:02.790,00:20:04.590,"hey, doofus, you'll never guess what happened.",S01,E15,The Deep End
382,00:20:04.630,00:20:05.660,i just got fired.,S01,E15,The Deep End
383,00:20:05.690,00:20:06.990,- what? really?  - yeah.,S01,E15,The Deep End
384,00:20:07.030,00:20:09.660,i guess poolcheck found out i was taking too many snacks.,S01,E15,The Deep End
385,00:20:09.700,00:20:10.930,how many?,S01,E15,The Deep End
386,00:20:12.070,00:20:13.700,"hey, wanna go break rules somewhere else?",S01,E15,The Deep End
387,00:20:13.730,00:20:14.700,of course!,S01,E15,The Deep End
388,00:20:25.950,00:20:27.880,"""dear mabel, i am home with my family,",S01,E15,The Deep End
389,00:20:27.920,00:20:29.820,"and i am very happy...""",S01,E15,The Deep End
390,00:20:29.850,00:20:31.990,our first kiss will always hold a place in my heart.,S01,E15,The Deep End
391,00:20:32.020,00:20:33.650,technically hearts...,S01,E15,The Deep End
392,00:20:33.690,00:20:36.130,"as a merman i have, like, 17 hearts.",S01,E15,The Deep End
393,00:20:36.350,00:20:37.530,horrifying but true!,S01,E15,The Deep End
394,00:20:37.730,00:20:38.900,more bottles on the way!,S01,E15,The Deep End
395,00:20:43.630,00:20:44.600,stanford!,S01,E15,The Deep End
396,00:20:46.000,00:20:49.700,"well, guess you've won. put 'er there.",S01,E15,The Deep End
397,00:20:49.740,00:20:51.040,hey! what the--,S01,E15,The Deep End
398,00:20:51.070,00:20:53.710,"unless perhaps i predicted your plan,",S01,E15,The Deep End
399,00:20:53.740,00:20:56.610,and coated the entire chair with glue last night!,S01,E15,The Deep End
400,00:20:56.640,00:20:59.710,enjoy your chair... forever.,S01,E15,The Deep End
401,00:21:03.980,00:21:07.920,"kids, get the spatulas! kids!",S01,E15,The Deep End
1,00:01:41.440,00:01:43.500,gravity falls  s01e16  carpet diem,S01,E16,Carpet Diem
2,00:00:07.470,00:00:10.140,oh! total domination!,S01,E16,Carpet Diem
3,00:00:10.170,00:00:13.170,i am the master of attic-stuff mini-golf!,S01,E16,Carpet Diem
4,00:00:13.210,00:00:14.510,from the mighty swiss alps,S01,E16,Carpet Diem
5,00:00:14.540,00:00:17.250,"to the badlands of dipper's old laundry,",S01,E16,Carpet Diem
6,00:00:17.280,00:00:19.250,where man fears to tread.,S01,E16,Carpet Diem
7,00:00:19.280,00:00:21.120,"all right, let a pro on the field.",S01,E16,Carpet Diem
8,00:00:21.150,00:00:22.420,er...floor. whatever.,S01,E16,Carpet Diem
9,00:00:28.360,00:00:29.460,ow! my head!,S01,E16,Carpet Diem
10,00:00:29.490,00:00:31.460,it hit me right in the head!,S01,E16,Carpet Diem
11,00:00:31.490,00:00:33.230,yes! stan shot!,S01,E16,Carpet Diem
12,00:00:33.260,00:00:34.300,is that legal?,S01,E16,Carpet Diem
13,00:00:35.460,00:00:36.600,the judges say it's out of bounds.,S01,E16,Carpet Diem
14,00:00:36.630,00:00:38.130,you're out of bounds!,S01,E16,Carpet Diem
15,00:00:38.170,00:00:39.200,hey! stop it!,S01,E16,Carpet Diem
16,00:00:42.340,00:00:45.210,"hey, dipper, i gotta go hang out with candy and grenda tonight.",S01,E16,Carpet Diem
17,00:00:45.240,00:00:47.310,"aw, again? you can't leave mid-game!",S01,E16,Carpet Diem
18,00:00:47.340,00:00:49.340,"don't be silly, i'm not leaving!",S01,E16,Carpet Diem
19,00:00:49.380,00:00:51.510,my friends are coming to me!,S01,E16,Carpet Diem
20,00:00:51.550,00:00:52.550,"wait, what?",S01,E16,Carpet Diem
21,00:00:52.580,00:00:54.280,"oh, no. no, no, no.",S01,E16,Carpet Diem
22,00:00:54.320,00:00:56.450,sleeping bags? rom-coms?,S01,E16,Carpet Diem
23,00:00:56.490,00:00:58.490,calling all boys preteen edition?!,S01,E16,Carpet Diem
24,00:00:58.520,00:01:00.420,you're not having a--,S01,E16,Carpet Diem
25,00:01:00.460,00:01:02.320,sleep over!,S01,E16,Carpet Diem
26,00:01:45.230,00:01:47.660,"okay, so how much do you like boys?",S01,E16,Carpet Diem
27,00:01:47.700,00:01:49.400,so much!,S01,E16,Carpet Diem
28,00:01:49.430,00:01:51.530,boys make me think about kissing.,S01,E16,Carpet Diem
29,00:01:51.570,00:01:52.630,candy!,S01,E16,Carpet Diem
30,00:01:52.670,00:01:53.670,oh my gosh! ow!,S01,E16,Carpet Diem
31,00:01:53.700,00:01:56.500,we are so crazy tonight!,S01,E16,Carpet Diem
32,00:02:04.410,00:02:06.450,who wants to smear make-up on my face?,S01,E16,Carpet Diem
33,00:02:06.480,00:02:09.220,"oh, you're already so beautiful grenda,",S01,E16,Carpet Diem
34,00:02:09.250,00:02:10.350,what would be the point?,S01,E16,Carpet Diem
35,00:02:10.390,00:02:12.450,beautiful! beautiful!,S01,E16,Carpet Diem
36,00:02:12.490,00:02:13.490,beautiful!,S01,E16,Carpet Diem
37,00:02:13.520,00:02:14.560,mabel!,S01,E16,Carpet Diem
38,00:02:14.590,00:02:16.360,do you think you could do this somewhere else?,S01,E16,Carpet Diem
39,00:02:16.390,00:02:18.530,you're laughing at frequencies only dogs should hear.,S01,E16,Carpet Diem
40,00:02:18.560,00:02:20.630,"come on, it's not that bad.",S01,E16,Carpet Diem
41,00:02:20.660,00:02:22.160,you know what your brother needs?,S01,E16,Carpet Diem
42,00:02:22.200,00:02:24.400,a makeover?,S01,E16,Carpet Diem
43,00:02:30.540,00:02:33.210,"hey soos, can i sleep in your break room tonight?",S01,E16,Carpet Diem
44,00:02:33.240,00:02:34.280,"of course, dude.",S01,E16,Carpet Diem
45,00:02:35.310,00:02:36.590,you just gotta make your body,S01,E16,Carpet Diem
46,00:02:36.590,00:02:38.250,go like a video game puzzle block.,S01,E16,Carpet Diem
47,00:02:41.320,00:02:43.220,the trick is to hold perfectly still.,S01,E16,Carpet Diem
48,00:02:43.250,00:02:44.320,"oh! wait, wait.",S01,E16,Carpet Diem
49,00:02:44.350,00:02:45.490,"oh! wait, wait.",S01,E16,Carpet Diem
50,00:02:45.520,00:02:46.590,"oh! wait, wait. ow, ow, ow--",S01,E16,Carpet Diem
51,00:02:46.620,00:02:48.590,i think i'll sleep somewhere else.,S01,E16,Carpet Diem
52,00:02:48.620,00:02:50.230,actually felt good that time.,S01,E16,Carpet Diem
53,00:02:50.260,00:02:51.230,"ow! wait, wait.",S01,E16,Carpet Diem
54,00:02:53.260,00:02:56.360,sleeping under the stars... not bad.,S01,E16,Carpet Diem
55,00:02:58.300,00:02:59.400,ah! get off!,S01,E16,Carpet Diem
56,00:02:59.440,00:03:01.470,ah! ah! get away!,S01,E16,Carpet Diem
57,00:03:06.340,00:03:08.610,this is still better.,S01,E16,Carpet Diem
58,00:03:12.280,00:03:15.330,uhh... what happened last night?,S01,E16,Carpet Diem
59,00:03:15.650,00:03:17.520,"what's up, party girl?",S01,E16,Carpet Diem
60,00:03:17.550,00:03:20.160,"i don't know what i was kissing in there,",S01,E16,Carpet Diem
61,00:03:20.190,00:03:21.520,but i have no regrets.,S01,E16,Carpet Diem
62,00:03:21.560,00:03:24.190,candy falls down now!,S01,E16,Carpet Diem
63,00:03:25.560,00:03:27.430,"that was awesome, girls!",S01,E16,Carpet Diem
64,00:03:27.460,00:03:29.200,see you again soon!,S01,E16,Carpet Diem
65,00:03:30.500,00:03:31.530,hey brother!,S01,E16,Carpet Diem
66,00:03:31.570,00:03:33.570,you want any of this leftover pizza?,S01,E16,Carpet Diem
67,00:03:33.600,00:03:36.200,it's got glitter on it!,S01,E16,Carpet Diem
68,00:03:36.240,00:03:38.610,"mabel, last night an owl tried to eat my tongue.",S01,E16,Carpet Diem
69,00:03:38.640,00:03:40.410,that's great!,S01,E16,Carpet Diem
70,00:03:40.440,00:03:41.480,"no, it's not great!",S01,E16,Carpet Diem
71,00:03:41.510,00:03:44.410,this is impossible to live with!,S01,E16,Carpet Diem
72,00:03:44.450,00:03:47.180,what? i'm delightful to live with!,S01,E16,Carpet Diem
73,00:03:47.220,00:03:49.620,get ready to be poked by the fun stick!,S01,E16,Carpet Diem
74,00:03:49.650,00:03:51.320,- boop.  - ahh!,S01,E16,Carpet Diem
75,00:03:51.350,00:03:53.290,"mabel, i've had it with the fun stick!",S01,E16,Carpet Diem
76,00:03:53.320,00:03:55.190,you've totally wrecked our room.,S01,E16,Carpet Diem
77,00:03:55.220,00:03:56.360,and... oh no!,S01,E16,Carpet Diem
78,00:03:56.390,00:03:57.490,our mini golf course!,S01,E16,Carpet Diem
79,00:03:57.530,00:04:00.660,"yeah, grenda sure loves breaking things.",S01,E16,Carpet Diem
80,00:04:00.700,00:04:02.600,"mabel, we need to lay down some ground rules",S01,E16,Carpet Diem
81,00:04:02.630,00:04:04.470,if we're gonna be living in this room together.,S01,E16,Carpet Diem
82,00:04:04.500,00:04:06.500,"first of all, no sleepovers.",S01,E16,Carpet Diem
83,00:04:06.540,00:04:07.500,what?!,S01,E16,Carpet Diem
84,00:04:07.540,00:04:09.540,"well if i can't have sleepovers,",S01,E16,Carpet Diem
85,00:04:09.570,00:04:13.140,then you can't keep me up every night with your summer reading.,S01,E16,Carpet Diem
86,00:04:13.180,00:04:15.210,how does reading keep you up?,S01,E16,Carpet Diem
87,00:04:19.420,00:04:21.220,interesting...,S01,E16,Carpet Diem
88,00:04:21.250,00:04:23.590,but who stole the capers?,S01,E16,Carpet Diem
89,00:04:26.490,00:04:29.160,"well, at least my braces don't whistle when i breathe!",S01,E16,Carpet Diem
90,00:04:29.190,00:04:31.360,at least i wash my clothes once in a while!,S01,E16,Carpet Diem
91,00:04:31.390,00:04:33.230,washing clothes is a waste of time!,S01,E16,Carpet Diem
92,00:04:33.260,00:04:34.230,i'm a busy guy!,S01,E16,Carpet Diem
93,00:04:35.400,00:04:37.270,all right. if you meow one more time--,S01,E16,Carpet Diem
94,00:04:38.470,00:04:40.370,"okay, that's it, that's the final straw.",S01,E16,Carpet Diem
95,00:04:40.400,00:04:42.340,maybe we shouldn't share a room anymore.,S01,E16,Carpet Diem
96,00:04:42.370,00:04:43.500,"well, uh--",S01,E16,Carpet Diem
97,00:04:43.540,00:04:45.170,"well, maybe we shouldn't!",S01,E16,Carpet Diem
98,00:04:45.210,00:04:47.340,- fine by me!  - double fine by me!,S01,E16,Carpet Diem
99,00:04:47.380,00:04:49.610,then we need to talk to grunkle stan about moving rooms.,S01,E16,Carpet Diem
100,00:04:49.650,00:04:51.510,"yeah, he's a reasonable guy.",S01,E16,Carpet Diem
101,00:04:53.680,00:04:55.480,fight! fight! fight!,S01,E16,Carpet Diem
102,00:04:58.350,00:04:59.650,fight! fight! fight!,S01,E16,Carpet Diem
103,00:05:02.220,00:05:03.290,fight! fight! fight!,S01,E16,Carpet Diem
104,00:05:03.330,00:05:05.360,fight! fight! fight!,S01,E16,Carpet Diem
105,00:05:07.200,00:05:09.300,"tv, it knows what i want.",S01,E16,Carpet Diem
106,00:05:09.330,00:05:11.500,grunkle stan? we want different rooms.,S01,E16,Carpet Diem
